duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_icmp,protocol_type_tcp,protocol_type_udp,service_IRC,service_X11,service_Z39_50,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_hostnames,service_http,service_http_443,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_OTH,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,service_http_8001,service_http_2784,service_urh_i,service_aol,service_harvest,service_red_i,y_actual,y_pred
-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,-1.0961761498506917e-09,-2.356438155715068e-09,0.004999998969236421,-9.438918618944175e-09,-0.8050001563909001,0.03499999985289261,-1.0033962549726994e-09,0.0,1.0000000000000142,9.09556035558255e-12,0.02500000149756578,2.7618138537601277e-10,6.933886159607934e-11,0.9899999969380628,-8.498018955194198e-10,0.035000008685120966,-2.583796615740148e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,3.4694469519536134e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3881317890172006e-21,0.0,0.0,-1.3552527156068802e-20,-8.673617379884034e-19,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.911526539031665e-07,-1.4277787313017226e-08,-3.07303798641957e-08,-2.7193833512363333e-10,0.2900001048737878,-0.660001226078024,-2.2121890729830527e-10,0.0,0.0,0.985001105622058,-0.014999998797684655,0.9850000046610923,4.228529889019054e-11,0.5099999988004844,6.82785958018103e-11,-5.635904012382567e-10,-5.371396709336967e-10,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-8.673617379884034e-19,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-8.673617379884034e-19,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4694469519536134e-18,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-3.3881317890172006e-21,0.0,0.0,-1.3552527156068802e-20,-8.673617379884034e-19,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.7500000073036229,0.784999991192953,0.004999998966949606,-1.0793563191325957e-09,-8.389853256574042e-09,0.02499999969928925,-5.057777741907388e-10,0.0,1.4210854715202004e-14,0.23500193102507128,-0.13500000539175433,0.24999999709277745,-1.5071693886164358e-09,0.7950000050290337,0.8150000011721266,0.10500002375179467,-2.2085890791012992e-08,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.673617379884034e-19,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4694469519536134e-18,-1.0,-0.0,0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-3.3881317890172006e-21,-0.0,0.0,-1.3552527156068802e-20,-8.673617379884034e-19,0.0,-8.673617379884034e-19,0.0,0.0,0.0,-0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,-1.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.5399999934912622,0.7849999911755859,0.3500000031350419,-3.887721817651818e-11,-0.01999997930823949,0.020000281447540263,-2.6273376549490086e-09,0.0,0.0,-0.5949999951697911,0.1450000014900945,-0.48500002731293534,1.366575840586537e-10,0.9650000251616705,0.475000014498405,0.005000004029383709,-3.902203714745905e-09,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4694469519536134e-18,-1.0,0.0,-0.0,-0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-3.3881317890172006e-21,-0.0,-0.0,-1.3552527156068802e-20,-8.673617379884034e-19,-0.0,-8.673617379884034e-19,-0.0,-0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,-9.5989656121225e-08,9.012048970017468e-10,0.46500000636028965,0.16000000136908518,-5.098971245232065e-10,4.7760897046547436e-11,-2.7918225092848914e-09,0.0,0.0,0.005000038930981443,6.908942168371013e-12,0.20500010628721496,-5.6931657345611e-11,5.231784239767997e-11,4.2493392497501227e-11,0.015000000784165683,0.9750007060528814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4694469519536134e-18,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3881317890172006e-21,0.0,0.0,-1.3552527156068802e-20,-8.673617379884034e-19,0.0,-8.673617379884034e-19,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,3.0,0.0,0.7500001458322132,0.7850000767716057,-2.5207976413114206e-10,-2.378279742676513e-10,-0.050000083015920516,1.2941150659491352e-10,-5.19621206842713e-12,0.0,1.0000000000000142,4.5431324813272056e-08,2.83013279478439e-10,-0.2250007660182669,-1.460348346128033e-09,0.9750000140341039,0.8849999898615685,-3.818759592785652e-08,-1.2551934107323574e-09,1.0,1.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-8.673617379884034e-19,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-8.673617379884034e-19,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,3.4694469519536134e-18,-1.0,-0.0,-0.0,-0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-3.3881317890172006e-21,0.0,0.0,-1.3552527156068802e-20,-8.673617379884034e-19,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,41.0,0.0,-4.812327203396194e-10,-1.1771620345157885e-09,-9.409124522617765e-11,-9.306126851635157e-11,-0.5049999923783803,0.03999999890707354,-0.5000000153639155,1.0,-2.0000000000000138,-1.0262024563445493e-09,-3.414165223865428e-11,2.6300270183909902e-08,1.2433711837900319e-09,2.498700024666789e-08,-6.755862536067525e-10,0.035000016332908765,-1.5409657282045933e-10,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,3.4694469519536134e-18,0.0,0.0,-0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-3.3881317890172006e-21,-0.0,0.0,-1.3552527156068802e-20,-8.673617379884034e-19,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0,1
0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5850079350367811,0.1650220808427716,0.10001241471822106,-4.304314853370014e-11,-0.024999993235627405,0.09000000391803974,-6.485214017522346e-10,0.0,0.0,-2.9624465588962146e-09,0.1749999982857216,5.882980907978563e-11,3.07921046859311e-11,0.7850000459919444,0.775006465267754,0.5150000042889106,-1.6061196623842676e-09,0.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.4694469519536134e-18,-1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-3.3881317890172006e-21,0.0,0.0,-1.3552527156068802e-20,-8.673617379884034e-19,0.0,-8.673617379884034e-19,0.0,-0.0,0.0,0.0,-0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500000072888706,0.16500135691052256,0.25000016586380747,-8.011591377390282e-10,-1.3143447552543819e-08,-1.0593320608281309e-11,-7.235855084605284e-10,0.0,1.4210854715202004e-14,1.0552328617292399e-09,0.025000689680965117,-2.2869747601822373e-08,-1.9238964222330438e-11,0.7850000459919444,0.5250000600667545,0.47500000287582034,-6.728889813138701e-10,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.673617379884034e-19,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,3.4694469519536134e-18,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-3.3881317890172006e-21,0.0,0.0,-1.3552527156068802e-20,-8.673617379884034e-19,0.0,-8.673617379884034e-19,-0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0,1
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.746036862583047e-07,4.363052324706402e-10,1.6878453427774802e-11,-1.0560939313199457e-09,-1.3344436666784532e-11,3.5339282127116764e-11,-8.026652355555651e-10,0.0,0.0,-5.822636817143234e-11,-4.697828445698882e-09,-3.0150285046381953e-10,-2.2848424887961047e-10,-8.850037671677181e-10,-4.370996012213473e-09,-2.6994034880830737e-10,-1.4415191423403754e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,3.4694469519536134e-18,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-3.3881317890172006e-21,0.0,0.0,-1.3552527156068802e-20,-8.673617379884034e-19,0.0,-8.673617379884034e-19,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0,1
